,time,lat,lon,depth,mag
249,2012-01-06T02:14:07.730000Z,34.3716,-119.8044,18200.0,3.0
250,2012-01-03T14:18:55.990000Z,33.2091,-119.4159,15000.0,3.8
251,2011-12-26T12:32:20.400000Z,34.007,-116.323,10200.0,3.2
252,2011-12-20T08:32:22.660000Z,34.0128,-117.5826,14700.0,3.6
253,2011-11-29T06:56:09.000000Z,33.633,-119.056,15800.0,3.4
254,2011-11-19T20:32:18.680000Z,33.2256,-116.2734,5300.0,3.9
255,2011-11-18T14:14:35.900000Z,32.787,-116.141,6000.0,3.1
256,2011-11-18T04:33:20.790000Z,35.1788,-119.3745,4600.0,3.0
257,2011-11-14T04:59:18.120000Z,33.97,-117.226,12000.0,3.1
258,2011-11-08T18:27:31.330000Z,32.9074,-116.3127,17200.0,3.0
259,2011-11-01T23:25:22.520000Z,33.3677,-116.3002,13300.0,3.0
260,2011-11-01T15:38:21.860000Z,35.6885,-117.5834,11400.0,4.1
261,2011-10-22T21:32:58.060000Z,32.9284,-116.3619,16900.0,3.0
262,2011-10-18T16:19:37.890000Z,32.8662,-116.216,18800.0,3.6
263,2011-10-17T21:25:33.670000Z,34.6844,-116.2761,7100.0,3.5
264,2011-10-17T20:05:56.910000Z,34.6814,-116.2834,7400.0,4.0
265,2011-10-17T17:33:10.330000Z,32.9077,-116.4014,23100.0,3.1
266,2011-10-11T10:12:02.380000Z,34.72,-116.028,7600.0,3.4
267,2011-10-09T11:47:01.330000Z,33.727,-119.389,6000.0,3.0
268,2011-10-08T18:55:22.000000Z,35.494,-118.398,2800.0,3.0
269,2011-10-05T07:36:19.320000Z,33.479,-116.454,14700.0,3.2
270,2011-09-27T20:17:40.200000Z,34.31,-116.975,5700.0,3.2
271,2011-09-27T01:55:35.590000Z,34.52,-118.799,16600.0,3.0
272,2011-09-25T18:23:35.340000Z,34.496,-118.434,5100.0,3.4
273,2011-09-15T09:56:41.130000Z,33.633,-117.8549,10800.0,3.5
274,2011-09-14T14:44:50.440000Z,33.9368,-117.0821,8800.0,3.7
275,2011-09-01T21:35:34.500000Z,34.353,-118.452,1500.0,3.0
276,2011-09-01T20:47:08.230000Z,34.3314,-118.4332,8900.0,4.3
277,2011-08-18T21:43:49.000000Z,33.767,-118.133,4000.0,3.0
278,2011-08-09T23:30:37.270000Z,32.0186,-116.3266,7300.0,4.3
279,2011-08-07T19:25:24.630000Z,33.632,-118.515,3100.0,3.3
280,2011-08-07T09:16:22.450000Z,34.959,-119.082,3700.0,3.0
281,2011-08-01T01:47:46.490000Z,32.8937,-116.2435,16300.0,3.4
282,2011-07-23T07:36:40.340000Z,33.87,-118.285,15100.0,3.2
283,2011-07-22T09:08:35.450000Z,32.8025,-116.124,14100.0,4.0
284,2011-07-15T12:03:11.960000Z,33.755,-116.934,15200.0,3.1
285,2011-07-11T01:58:52.850000Z,32.8228,-116.109,16400.0,4.1
286,2011-07-07T17:22:25.530000Z,35.388,-117.84,5900.0,3.3
287,2011-07-04T23:35:40.930000Z,33.0304,-118.004,8800.0,3.7
288,2011-06-25T18:36:10.900000Z,35.923,-117.74,4500.0,3.2
289,2011-06-23T19:11:20.500000Z,33.0041,-116.334,11100.0,3.6
290,2011-06-22T02:00:24.950000Z,32.037,-116.6811,5000.0,3.1
291,2011-06-18T00:58:22.640000Z,34.511,-119.079,3000.0,3.4
292,2011-06-17T17:38:49.770000Z,32.9843,-116.2716,15000.0,3.7
293,2011-06-14T08:25:40.650000Z,33.69,-116.74,18100.0,3.6
294,2011-06-11T08:17:48.240000Z,33.623,-119.043,10700.0,3.6
295,2011-06-06T07:09:10.620000Z,33.915,-118.274,25000.0,3.5
296,2011-06-05T13:53:19.590000Z,33.984,-116.562,12500.0,3.0
297,2011-06-02T23:38:51.000000Z,34.219,-116.754,3000.0,3.1
298,2011-05-27T23:17:24.500000Z,34.2238,-117.0249,8400.0,3.2
299,2011-05-22T04:13:07.300000Z,33.273,-116.624,14300.0,3.6
300,2011-05-21T01:09:21.530000Z,33.5222,-119.0983,16100.0,3.7
301,2011-05-15T04:07:55.820000Z,35.144,-116.863,2600.0,3.3
302,2011-05-13T09:56:51.660000Z,34.832,-116.378,4000.0,3.2
303,2011-05-13T04:38:07.660000Z,35.349,-118.564,6400.0,3.0
304,2011-05-05T17:28:32.750000Z,32.8762,-116.2073,16200.0,3.1
305,2011-05-03T08:27:31.540000Z,34.056,-117.8544,13100.0,3.0
306,2011-04-26T16:16:43.980000Z,35.98,-117.667,8200.0,3.2
307,2011-04-23T20:49:28.680000Z,33.0214,-116.2552,14600.0,3.6
308,2011-04-15T11:47:24.860000Z,33.4607,-116.4237,11800.0,3.2
309,2011-04-14T06:19:51.800000Z,32.705,-116.003,4000.0,3.1
310,2011-04-03T15:46:59.300000Z,32.944,-116.143,20000.0,3.3
311,2011-03-31T23:34:03.700000Z,34.3218,-116.8375,2900.0,3.2
312,2011-03-29T10:43:23.660000Z,33.1796,-116.7369,8500.0,3.7
313,2011-03-22T06:26:10.730000Z,33.981,-118.814,10000.0,3.3
314,2011-03-18T21:02:29.100000Z,33.211,-116.213,16200.0,3.3
315,2011-03-11T04:51:25.410000Z,35.351,-118.561,5400.0,3.4
316,2011-03-03T20:17:35.880000Z,34.468,-116.516,10600.0,3.4
317,2011-02-19T22:57:13.320000Z,34.314,-118.721,8700.0,3.3
318,2011-02-13T09:23:58.360000Z,32.9814,-116.3304,11800.0,3.5
319,2011-02-12T17:30:42.980000Z,33.6797,-116.834,16800.0,3.7
320,2011-02-01T00:10:38.000000Z,33.565,-118.315,3000.0,3.1
321,2011-01-27T15:29:45.140000Z,35.08,-118.9989,14500.0,3.2
322,2011-01-25T22:24:01.400000Z,34.336,-116.456,3200.0,3.0
323,2011-01-11T16:52:59.110000Z,33.859,-118.458,14100.0,3.0
324,2011-01-10T11:26:04.270000Z,33.2001,-116.7404,13200.0,3.1
325,2011-01-03T11:38:12.410000Z,33.825,-116.986,12700.0,3.3
326,2010-12-30T17:37:20.000000Z,32.983,-116.347,14300.0,3.8
327,2010-12-28T08:36:49.140000Z,34.4813,-118.7089,17100.0,3.6
328,2010-12-23T03:39:35.430000Z,33.3686,-116.4139,7300.0,3.2
329,2010-12-21T11:01:48.820000Z,32.9327,-116.2435,16200.0,3.4
330,2010-12-16T07:15:07.290000Z,34.031,-118.937,3000.0,3.3
331,2010-12-10T18:44:37.740000Z,33.1447,-116.4591,14700.0,3.9
332,2010-12-01T20:53:10.310000Z,35.9442,-117.6581,6200.0,3.3
333,2010-12-01T19:31:34.430000Z,34.017,-117.227,16900.0,3.1
334,2010-11-19T00:56:53.800000Z,33.3711,-116.3609,14300.0,3.8
335,2010-11-17T23:58:42.250000Z,32.9918,-116.4509,13500.0,3.7
336,2010-11-17T09:46:14.540000Z,33.987,-117.159,14600.0,3.2
337,2010-11-05T16:06:37.050000Z,33.7718,-118.1431,16400.0,3.7
338,2010-10-31T00:42:35.420000Z,34.992,-116.949,8200.0,3.0
339,2010-10-25T13:45:34.890000Z,35.0352,-119.0453,16900.0,3.7
340,2010-10-13T12:07:29.400000Z,32.748,-116.051,5000.0,3.0
341,2010-10-12T22:24:13.700000Z,35.963,-117.663,3000.0,3.0
342,2010-10-12T06:58:59.600000Z,33.006,-116.486,7000.0,3.1
343,2010-10-06T17:58:06.050000Z,33.1297,-116.4393,13400.0,3.9
344,2010-10-02T07:45:28.810000Z,33.1061,-116.4958,13900.0,3.0
345,2010-09-16T15:54:54.360000Z,35.8431,-117.6626,3600.0,3.9
