,warden:warden:wbnb,warden:wbnb:busd,warden:ETH:wbnb,pancake:ETH:wbnb,pancake:ETH:sushi,pancake:bxLTC:wbnb,pancake:DOT:wbnb,apeswap:wbnb:AAVE,apeswap:bxLTC:wbnb,apeswap:ETH:ADA,apeswap:banana:busd,apeswap:AUTO:wbnb,apeswap:CAKE:wbnb,apeswap:ETH:wbnb,apeswap:DAI:BUSD,apeswap:USDT:BUSD,apeswap:USDC:BUSD,goose:USDC:BUSD,goose:DAI:BUSD,goose:USDT:BUSD,pancake:USDT:BUSD,pancake:USDC:BUSD,pancake:DAI:BUSD
0,0.4429863761453068,0.18144582211971283,0.10131402313709259,0.033019743421498465,0.06478631058159996,0.030552474891438204,0.05985309249337982,0.14755305560196147,0.09031620490200379,0.04588699976311011,0.4024227314135608,0.20454766908112695,0.17805878555073457,0.07672825981588925,0.030328973799067384,0.026809148380861562,0.027328741462791666,0.05088640026309911,0.04341089966542581,0.05392943717101041,0.013543883557705319,0.014150766162749599,0.018528613645364258
1,0.41332325140635173,0.16250627835591633,0.086275385816892,0.0371654296759516,0.06046678265556693,0.03032928763423115,0.05047059268690646,0.07213178177674612,0.05815506105621656,0.03743997688094775,0.38710379401842754,0.18055953482786816,0.1789291759332021,0.052007381121317545,0.03015475980937481,0.026444306845466295,0.026967367281516393,0.04095213947927251,0.04434510495732812,0.04373993790324997,0.015897401433903724,0.014762606588192284,0.021224399795755744
2,0.4109206050634384,0.16839619539678097,0.08674357738345861,0.03313272729516029,0.05547534078359604,0.028134667202830314,0.04428008958697319,0.07002450836201508,0.056741172447800636,0.036814773144821324,0.3872256005803744,0.1779176505903403,0.17498561181128025,0.05071210473154982,0.030399566361059744,0.02552101683492462,0.02665812716198464,0.042191058242072664,0.045762336968133845,0.04510189142699043,0.014830781333148479,0.01393946748226881,0.020095791518688202
3,0.40926395535469057,0.16382026195526123,0.08386343210935593,0.03379610708604256,0.055333690252155066,0.02781925769522786,0.040299609148254,0.06778687298297882,0.05612811252474785,0.039541193544864656,0.37845993757247925,0.16962648034095765,0.1705453097820282,0.04968415349721909,0.02926173686981201,0.024685630947351454,0.02582064688205719,0.04145171537995338,0.044944137036800384,0.04428079009056091,0.014341165777295828,0.013850434217602015,0.019350226658085983
4,0.39545104031761485,0.15576963561276594,0.07998632763822873,0.03605586662888527,0.053949531491683876,0.029542804736158123,0.04073523568070453,0.06882667200018962,0.05671302508562803,0.04008339097102483,0.38649539401133853,0.12705497598896423,0.16241321712732315,0.0488009008889397,0.029295122949406505,0.025300011970102787,0.0270182720075051,0.03828410804271698,0.041323838755488396,0.04069178861876329,0.01514950767159462,0.01504754566628,0.020061282198066296
5,0.3848933525707411,0.16839211984820987,0.079013891518116,0.03547525374839703,0.055463307381918035,0.03025487034271161,0.038983484730124474,0.06982453167438507,0.056095784064382315,0.03707183183481296,0.38740068549911183,0.12477122650792201,0.15699153517683348,0.0475877725208799,0.030241448587427538,0.026190183746318024,0.02906772082981964,0.037310097832232714,0.03993314551189542,0.03959989625339707,0.01616657789175709,0.016065029815460246,0.021195880525435012
6,0.3907113273938497,0.1730397635449966,0.08073979895561934,0.03225919029985865,0.05580684496089816,0.029393180428693693,0.03828113153576851,0.07151393281916778,0.05657077860087156,0.036830472915122904,0.37665460507074994,0.12880531450112662,0.1591462747504314,0.04904188557217518,0.029047208682944376,0.02504961860055725,0.028011037968099117,0.03412760732074579,0.03655561509852608,0.03825755029295882,0.014979194772119323,0.016615713907716174,0.019756421524410445
7,0.3755866313974063,0.17950386243561903,0.07937775521228711,0.03066536442687114,0.05525235769649347,0.028673650774483878,0.03737391345202923,0.06985583001126845,0.05445044922331969,0.036168115213513374,0.3678295984864235,0.12473535413543384,0.156010111172994,0.04788708717872699,0.027917929304142792,0.02390368205184738,0.027365784083182614,0.030794530175626278,0.033327373365561165,0.03639786411076784,0.014343428697126607,0.016170678194612265,0.01935988338664174
8,0.3686815065642198,0.18592709364990392,0.07725804361204307,0.03103907568299252,0.05680163463820582,0.028394394189767216,0.03800995923254801,0.06314526420707504,0.05171897898738583,0.03293552016839385,0.3511587679386139,0.11048485773305099,0.1369553611924251,0.043183546823759876,0.023416927084326744,0.021765686105936766,0.02693037991411984,0.030544969951733947,0.03210288813958565,0.035635025861362614,0.014536584484512392,0.016531685124272884,0.020590550468667694
9,0.3620577273161515,0.18338348554528278,0.07463396178639453,0.030031850871940453,0.05833416214833657,0.027143963457395632,0.03875451209023595,0.06252946866595227,0.05726835423189661,0.032742067037717155,0.3612722573073014,0.10736514627933502,0.1337960906650709,0.042878532215305,0.023332342343485874,0.021826837373816448,0.027259668254333992,0.030597897556920845,0.032987091690301895,0.035459872179975115,0.014461784778783718,0.016972795749704044,0.021029876157020528
