WKT,latitude,longitude,brightness,scan,track,acq_date,acq_time,acq_datetime,confidence,brightness_2,frp
"POINT (105.45558 10.82541)",10.82541,105.45558,339.19,1.03,1.01,2023-04-27,642,2023/04/27 06:42:00+00,87,298.37,34.78
"POINT (107.93884 11.02573)",11.02573,107.93884,328.22,1.34,1.15,2023-04-27,642,2023/04/27 06:42:00+00,68,303.02,19.43
"POINT (105.96256 10.73909)",10.73909,105.96256,319.46,1.06,1.03,2023-04-27,642,2023/04/27 06:42:00+00,53,298.89,7.89
"POINT (108.32261 11.03874)",11.03874,108.32261,331.1,1.42,1.18,2023-04-27,642,2023/04/27 06:42:00+00,77,304.84,17.96
"POINT (105.91759 10.688)",10.688,105.91759,322.83,1.05,1.03,2023-04-27,642,2023/04/27 06:42:00+00,46,295.26,10.72
"POINT (105.66508 10.64322)",10.64322,105.66508,316.16,1.04,1.02,2023-04-27,642,2023/04/27 06:42:00+00,24,291.38,5.83
"POINT (105.87686 10.63581)",10.63581,105.87686,318.07,1.05,1.02,2023-04-27,642,2023/04/27 06:42:00+00,26,294.49,6.64
"POINT (106.05909 10.65171)",10.65171,106.05909,326.09,1.07,1.03,2023-04-27,642,2023/04/27 06:42:00+00,73,297.39,17.9
"POINT (106.06868 10.65304)",10.65304,106.06868,324.2,1.07,1.03,2023-04-27,642,2023/04/27 06:42:00+00,68,297.85,15.45
"POINT (105.72604 10.59609)",10.59609,105.72604,320.08,1.04,1.02,2023-04-27,642,2023/04/27 06:42:00+00,0,294.39,9.93
"POINT (104.60683 10.4269)",10.4269,104.60683,321.11,1,1,2023-04-27,642,2023/04/27 06:42:00+00,63,299.4,6.7
"POINT (105.59839 10.55955)",10.55955,105.59839,316.23,1.03,1.01,2023-04-27,642,2023/04/27 06:42:00+00,39,291.94,7.3
"POINT (105.65674 10.54935)",10.54935,105.65674,315.77,1.03,1.02,2023-04-27,642,2023/04/27 06:42:00+00,19,295.58,6.14
"POINT (106.05007 10.62324)",10.62324,106.05007,325.64,1.06,1.03,2023-04-27,642,2023/04/27 06:42:00+00,64,294.73,14.84
"POINT (106.66693 10.66133)",10.66133,106.66693,324.56,1.13,1.06,2023-04-27,642,2023/04/27 06:42:00+00,58,303.15,13.08
"POINT (104.83591 10.2665)",10.2665,104.83591,320.98,1,1,2023-04-27,642,2023/04/27 06:42:00+00,64,294,8.49
"POINT (103.76823 19.55648)",19.55648,103.76823,333.09,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,82,304.23,21.73
"POINT (104.00607 19.68019)",19.68019,104.00607,339.59,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,89,306.35,29.24
"POINT (103.98614 19.6775)",19.6775,103.98614,329.89,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,66,305.48,14.32
"POINT (103.81794 19.65466)",19.65466,103.81794,339.03,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,88,304.96,28.73
"POINT (103.80819 19.65333)",19.65333,103.80819,332.14,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,64,306.85,17.12
"POINT (104.00414 19.68925)",19.68925,104.00414,376.04,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,100,304.7,133.02
"POINT (103.99418 19.6879)",19.6879,103.99418,332.47,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,68,304.85,18.76
"POINT (103.96453 19.68388)",19.68388,103.96453,337.16,1.05,1.03,2023-04-27,644,2023/04/27 06:44:00+00,76,304.26,27.15
"POINT (103.90565 19.67587)",19.67587,103.90565,331.75,1.05,1.02,2023-04-27,644,2023/04/27 06:44:00+00,68,306.15,16.59
"POINT (103.80714 19.66244)",19.66244,103.80714,396.91,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,100,306.12,235.68
"POINT (103.96552 19.76731)",19.76731,103.96552,327.49,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,73,301.23,15.05
"POINT (104.82963 19.89157)",19.89157,104.82963,319.54,1.14,1.07,2023-04-27,644,2023/04/27 06:44:00+00,54,299.83,9.38
"POINT (104.81861 19.89013)",19.89013,104.81861,320.14,1.14,1.07,2023-04-27,644,2023/04/27 06:44:00+00,64,299.98,9.25
"POINT (104.72827 19.90714)",19.90714,104.72827,331.7,1.13,1.06,2023-04-27,644,2023/04/27 06:44:00+00,65,301.41,21.34
"POINT (104.7987 19.9454)",19.9454,104.7987,346.15,1.14,1.06,2023-04-27,644,2023/04/27 06:44:00+00,93,301.28,53.71
"POINT (104.78848 19.94405)",19.94405,104.78848,330.75,1.14,1.06,2023-04-27,644,2023/04/27 06:44:00+00,81,300.5,23.99
"POINT (104.80298 19.95025)",19.95025,104.80298,324.45,1.14,1.07,2023-04-27,644,2023/04/27 06:44:00+00,75,301.1,14.5
"POINT (104.79293 19.94895)",19.94895,104.79293,342.06,1.14,1.06,2023-04-27,644,2023/04/27 06:44:00+00,90,301.4,44.66
"POINT (103.927 19.8441)",19.8441,103.927,335.07,1.05,1.03,2023-04-27,644,2023/04/27 06:44:00+00,85,302.29,25.89
"POINT (104.81975 19.98138)",19.98138,104.81975,320.24,1.15,1.07,2023-04-27,644,2023/04/27 06:44:00+00,58,299.58,10.36
"POINT (104.80892 19.97997)",19.97997,104.80892,320.18,1.14,1.07,2023-04-27,644,2023/04/27 06:44:00+00,60,300.07,9.74
"POINT (104.73262 19.97963)",19.97963,104.73262,338.38,1.13,1.06,2023-04-27,644,2023/04/27 06:44:00+00,88,298.47,37.53
"POINT (104.73174 19.98913)",19.98913,104.73174,325.96,1.13,1.06,2023-04-27,644,2023/04/27 06:44:00+00,75,296.44,17.14
"POINT (102.34743 19.66802)",19.66802,102.34743,328.72,1,1,2023-04-27,644,2023/04/27 06:44:00+00,79,301.79,17.43
"POINT (102.12394 19.70092)",19.70092,102.12394,360.65,1,1,2023-04-27,644,2023/04/27 06:44:00+00,100,304.8,74.03
"POINT (102.11461 19.69955)",19.69955,102.11461,349.96,1,1,2023-04-27,644,2023/04/27 06:44:00+00,95,304.02,48.86
"POINT (100.66037 19.47945)",19.47945,100.66037,319.23,1.09,1.04,2023-04-27,644,2023/04/27 06:44:00+00,36,301.17,7.13
"POINT (104.4801 20.04837)",20.04837,104.4801,323.86,1.11,1.05,2023-04-27,644,2023/04/27 06:44:00+00,61,302.41,12.6
"POINT (102.47463 19.8708)",19.8708,102.47463,326.48,1,1,2023-04-27,644,2023/04/27 06:44:00+00,40,299.7,14.5
"POINT (102.79744 20.05592)",20.05592,102.79744,336.69,1,1,2023-04-27,644,2023/04/27 06:44:00+00,81,298.23,28.84
"POINT (102.78791 20.05458)",20.05458,102.78791,371.66,1,1,2023-04-27,644,2023/04/27 06:44:00+00,100,304.22,113.64
"POINT (102.79594 20.0648)",20.0648,102.79594,321.96,1,1,2023-04-27,644,2023/04/27 06:44:00+00,49,294.48,11.04
"POINT (102.78651 20.06346)",20.06346,102.78651,348.13,1,1,2023-04-27,644,2023/04/27 06:44:00+00,94,300.21,50.2
"POINT (102.86303 20.1488)",20.1488,102.86303,330.4,1.01,1,2023-04-27,644,2023/04/27 06:44:00+00,62,301.36,18.87
"POINT (102.85365 20.14747)",20.14747,102.85365,324.91,1.01,1,2023-04-27,644,2023/04/27 06:44:00+00,31,300.88,11.57
"POINT (102.36769 20.11431)",20.11431,102.36769,335.61,1,1,2023-04-27,644,2023/04/27 06:44:00+00,85,305.4,24.85
"POINT (102.64834 20.16376)",20.16376,102.64834,362.44,1,1,2023-04-27,644,2023/04/27 06:44:00+00,100,307.59,78.92
"POINT (102.64684 20.17262)",20.17262,102.64684,330.19,1,1,2023-04-27,644,2023/04/27 06:44:00+00,73,304.64,14.04
"POINT (101.12591 19.95778)",19.95778,101.12591,323.02,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,68,305.47,11.42
"POINT (100.40355 19.84694)",19.84694,100.40355,321.36,1.11,1.05,2023-04-27,644,2023/04/27 06:44:00+00,48,299.93,10.88
"POINT (102.46958 20.22055)",20.22055,102.46958,367.7,1,1,2023-04-27,644,2023/04/27 06:44:00+00,100,303.63,96.05
"POINT (102.46021 20.2192)",20.2192,102.46021,327.18,1,1,2023-04-27,644,2023/04/27 06:44:00+00,77,303.83,12.49
"POINT (101.28513 20.04584)",20.04584,101.28513,324.53,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,47,301.55,11.79
"POINT (102.87199 20.29614)",20.29614,102.87199,325.11,1.01,1,2023-04-27,644,2023/04/27 06:44:00+00,68,301.39,12.41
"POINT (102.8625 20.29479)",20.29479,102.8625,321.2,1.01,1,2023-04-27,644,2023/04/27 06:44:00+00,28,301.99,8.72
"POINT (98.31393 19.61237)",19.61237,98.31393,329.94,1.45,1.19,2023-04-27,644,2023/04/27 06:44:00+00,53,302.91,31.16
"POINT (98.28645 19.60779)",19.60779,98.28645,342.84,1.46,1.19,2023-04-27,644,2023/04/27 06:44:00+00,90,307.4,63.83
"POINT (97.71979 19.61671)",19.61671,97.71979,323.64,1.59,1.24,2023-04-27,644,2023/04/27 06:44:00+00,70,305.56,18.11
"POINT (98.37759 19.84709)",19.84709,98.37759,317.55,1.42,1.18,2023-04-27,644,2023/04/27 06:44:00+00,57,301.74,13.09
"POINT (94.29031 19.2356)",19.2356,94.29031,321.4,2.9,1.62,2023-04-27,644,2023/04/27 06:44:00+00,50,303.02,52.17
"POINT (100.78017 20.39367)",20.39367,100.78017,323.83,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,57,305.07,13.02
"POINT (100.69423 20.41781)",20.41781,100.69423,337.42,1.07,1.03,2023-04-27,644,2023/04/27 06:44:00+00,88,299.83,33.15
"POINT (100.74252 20.43462)",20.43462,100.74252,331.94,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,79,299.52,26.02
"POINT (101.52955 20.56289)",20.56289,101.52955,321.1,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,54,303.29,9.02
"POINT (100.66055 20.43138)",20.43138,100.66055,318,1.07,1.03,2023-04-27,644,2023/04/27 06:44:00+00,27,298.89,7.58
"POINT (102.46291 20.71737)",20.71737,102.46291,314.04,1,1,2023-04-27,644,2023/04/27 06:44:00+00,54,299,5.12
"POINT (102.45347 20.71602)",20.71602,102.45347,315.37,1,1,2023-04-27,644,2023/04/27 06:44:00+00,60,299.49,6.67
"POINT (98.91534 20.27648)",20.27648,98.91534,332.66,1.3,1.13,2023-04-27,644,2023/04/27 06:44:00+00,51,311.25,19.98
"POINT (96.56107 19.97171)",19.97171,96.56107,321.22,1.9,1.35,2023-04-27,644,2023/04/27 06:44:00+00,12,303.1,20.21
"POINT (100.63059 20.67511)",20.67511,100.63059,344.1,1.07,1.03,2023-04-27,644,2023/04/27 06:44:00+00,92,300.61,48.68
"POINT (101.71542 20.93202)",20.93202,101.71542,321.43,1.01,1,2023-04-27,644,2023/04/27 06:44:00+00,73,299.28,10.66
"POINT (100.8337 20.81792)",20.81792,100.8337,327.31,1.05,1.02,2023-04-27,644,2023/04/27 06:44:00+00,79,302.16,18.85
"POINT (94.16346 19.67402)",19.67402,94.16346,322.7,2.9,1.62,2023-04-27,644,2023/04/27 06:44:00+00,53,303.4,47.62
"POINT (94.12834 19.69702)",19.69702,94.12834,343.93,2.91,1.63,2023-04-27,644,2023/04/27 06:44:00+00,89,302.64,182.18
"POINT (94.1004 19.69168)",19.69168,94.1004,344.98,2.93,1.63,2023-04-27,644,2023/04/27 06:44:00+00,90,301.38,193.51
"POINT (98.21246 20.45551)",20.45551,98.21246,327.95,1.42,1.18,2023-04-27,644,2023/04/27 06:44:00+00,77,311.78,17.28
"POINT (94.12336 19.69861)",19.69861,94.12336,348.58,2.91,1.63,2023-04-27,644,2023/04/27 06:44:00+00,93,302.93,228.46
"POINT (94.09531 19.69304)",19.69304,94.09531,338.7,2.93,1.63,2023-04-27,644,2023/04/27 06:44:00+00,85,301.38,143.88
"POINT (103.81693 19.66378)",19.66378,103.81693,429.52,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,100,307.76,498.33
"POINT (106.36949 10.96369)",10.96369,106.36949,318.81,1.1,1.05,2023-04-27,644,2023/04/27 06:44:00+00,32,296.59,7.61
"POINT (108.26703 11.22026)",11.22026,108.26703,328.91,1.42,1.18,2023-04-27,644,2023/04/27 06:44:00+00,66,302.41,14.15
"POINT (103.6376 10.6179)",10.6179,103.6376,316.8,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,53,294.1,7.47
"POINT (107.57459 11.25352)",11.25352,107.57459,323.66,1.28,1.12,2023-04-27,644,2023/04/27 06:44:00+00,14,302.56,10.82
"POINT (106.0535 11.24986)",11.24986,106.0535,324.16,1.08,1.04,2023-04-27,644,2023/04/27 06:44:00+00,69,300.61,11.31
"POINT (103.88371 11.12471)",11.12471,103.88371,318.36,1.01,1,2023-04-27,644,2023/04/27 06:44:00+00,61,299.19,6.8
"POINT (108.12641 12.29707)",12.29707,108.12641,320.54,1.44,1.19,2023-04-27,644,2023/04/27 06:44:00+00,46,297.16,16.44
"POINT (108.12492 12.30761)",12.30761,108.12492,328.59,1.44,1.19,2023-04-27,644,2023/04/27 06:44:00+00,79,293.86,30.96
"POINT (108.13335 12.30294)",12.30294,108.13335,327.83,1.44,1.19,2023-04-27,644,2023/04/27 06:44:00+00,77,297.05,28.2
"POINT (98.96789 11.54875)",11.54875,98.96789,350.08,1.81,1.32,2023-04-27,644,2023/04/27 06:44:00+00,90,286.59,137.01
"POINT (98.95095 11.54594)",11.54594,98.95095,322.97,1.82,1.32,2023-04-27,644,2023/04/27 06:44:00+00,76,289.22,37.15
"POINT (98.81431 11.54758)",11.54758,98.81431,311.65,1.86,1.33,2023-04-27,644,2023/04/27 06:44:00+00,37,286.87,14.29
"POINT (104.73248 12.61966)",12.61966,104.73248,325.7,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,47,303.45,7.13
"POINT (99.17861 11.76801)",11.76801,99.17861,316.01,1.73,1.29,2023-04-27,644,2023/04/27 06:44:00+00,53,292.46,18.57
"POINT (98.78088 11.8987)",11.8987,98.78088,318.56,1.85,1.33,2023-04-27,644,2023/04/27 06:44:00+00,66,292.55,24.42
"POINT (98.77919 11.96701)",11.96701,98.77919,315.22,1.84,1.33,2023-04-27,644,2023/04/27 06:44:00+00,0,291.92,17.98
"POINT (103.77744 12.87842)",12.87842,103.77744,342.84,1,1,2023-04-27,644,2023/04/27 06:44:00+00,89,306.18,34.18
"POINT (104.96023 13.09455)",13.09455,104.96023,328.06,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,73,299.69,16.5
"POINT (104.95092 13.09324)",13.09324,104.95092,324.76,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,67,298.84,12.95
"POINT (106.17629 13.27109)",13.27109,106.17629,335.25,1.13,1.06,2023-04-27,644,2023/04/27 06:44:00+00,61,307.27,20.69
"POINT (106.16596 13.2697)",13.2697,106.16596,338.74,1.13,1.06,2023-04-27,644,2023/04/27 06:44:00+00,79,308.94,25.19
"POINT (104.58839 13.06041)",13.06041,104.58839,326.96,1.01,1,2023-04-27,644,2023/04/27 06:44:00+00,73,302.99,12.74
"POINT (98.71346 12.17683)",12.17683,98.71346,318.24,1.85,1.33,2023-04-27,644,2023/04/27 06:44:00+00,52,292.71,22.59
"POINT (105.85523 13.27495)",13.27495,105.85523,328.28,1.1,1.05,2023-04-27,644,2023/04/27 06:44:00+00,48,304.33,11.76
"POINT (105.84749 13.28925)",13.28925,105.84749,335.61,1.1,1.05,2023-04-27,644,2023/04/27 06:44:00+00,71,302.68,24.63
"POINT (105.29656 13.25128)",13.25128,105.29656,334.26,1.05,1.02,2023-04-27,644,2023/04/27 06:44:00+00,80,301.31,23.26
"POINT (105.01999 13.23111)",13.23111,105.01999,332.81,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,80,300.69,20.64
"POINT (107.71339 13.60705)",13.60705,107.71339,326.55,1.4,1.17,2023-04-27,644,2023/04/27 06:44:00+00,59,300.99,19.59
"POINT (99.14348 12.37361)",12.37361,99.14348,311.18,1.7,1.28,2023-04-27,644,2023/04/27 06:44:00+00,36,289.42,10.11
"POINT (98.08507 12.20583)",12.20583,98.08507,316.77,2.06,1.4,2023-04-27,644,2023/04/27 06:44:00+00,54,291.44,23.46
"POINT (98.10158 12.22138)",12.22138,98.10158,315.21,2.05,1.39,2023-04-27,644,2023/04/27 06:44:00+00,37,291.02,19.34
"POINT (98.08363 12.21831)",12.21831,98.08363,339.59,2.06,1.4,2023-04-27,644,2023/04/27 06:44:00+00,84,291.72,103.92
"POINT (105.88824 13.48817)",13.48817,105.88824,331,1.11,1.05,2023-04-27,644,2023/04/27 06:44:00+00,35,308.14,10.35
"POINT (99.54404 12.56625)",12.56625,99.54404,313.84,1.58,1.24,2023-04-27,644,2023/04/27 06:44:00+00,0,290.3,20.36
"POINT (106.55205 13.76026)",13.76026,106.55205,329.47,1.2,1.09,2023-04-27,644,2023/04/27 06:44:00+00,48,304.4,15.31
"POINT (106.54108 13.75882)",13.75882,106.54108,327.87,1.2,1.09,2023-04-27,644,2023/04/27 06:44:00+00,43,305.43,12.15
"POINT (106.47174 13.7792)",13.7792,106.47174,327.69,1.19,1.08,2023-04-27,644,2023/04/27 06:44:00+00,68,303.08,17.05
"POINT (103.63491 13.38343)",13.38343,103.63491,323.26,1,1,2023-04-27,644,2023/04/27 06:44:00+00,64,299.91,7.88
"POINT (106.47706 13.81929)",13.81929,106.47706,341.11,1.19,1.09,2023-04-27,644,2023/04/27 06:44:00+00,87,304.63,43.33
"POINT (98.95592 12.71255)",12.71255,98.95592,338.46,1.73,1.29,2023-04-27,644,2023/04/27 06:44:00+00,0,285.87,80.08
"POINT (106.9659 13.94744)",13.94744,106.9659,337.92,1.27,1.12,2023-04-27,644,2023/04/27 06:44:00+00,85,301.39,39.49
"POINT (106.70269 13.92252)",13.92252,106.70269,327.26,1.23,1.1,2023-04-27,644,2023/04/27 06:44:00+00,67,304.09,10.93
"POINT (107.09077 13.99464)",13.99464,107.09077,341.11,1.3,1.13,2023-04-27,644,2023/04/27 06:44:00+00,88,305.25,46.02
"POINT (106.93372 14.05461)",14.05461,106.93372,324.69,1.27,1.12,2023-04-27,644,2023/04/27 06:44:00+00,20,302.74,14.5
"POINT (106.23656 13.99496)",13.99496,106.23656,346.49,1.16,1.07,2023-04-27,644,2023/04/27 06:44:00+00,92,305.69,46.24
"POINT (106.22598 13.99356)",13.99356,106.22598,346.72,1.16,1.07,2023-04-27,644,2023/04/27 06:44:00+00,92,303.04,47.68
"POINT (99.76821 13.23862)",13.23862,99.76821,326.45,1.48,1.2,2023-04-27,644,2023/04/27 06:44:00+00,76,299,18.23
"POINT (104.73049 14.12049)",14.12049,104.73049,334.26,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,74,304.1,17.38
"POINT (104.72115 14.11917)",14.11917,104.72115,330.3,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,67,302.95,10.64
"POINT (105.23279 14.21812)",14.21812,105.23279,325.3,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,42,298.1,11.04
"POINT (106.77129 14.52333)",14.52333,106.77129,327.93,1.26,1.12,2023-04-27,644,2023/04/27 06:44:00+00,77,298.74,24.64
"POINT (100.41815 13.66206)",13.66206,100.41815,326.18,1.32,1.14,2023-04-27,644,2023/04/27 06:44:00+00,36,298.86,9.9
"POINT (106.39523 14.6679)",14.6679,106.39523,327.71,1.21,1.09,2023-04-27,644,2023/04/27 06:44:00+00,60,300.76,16.56
"POINT (106.32181 14.74093)",14.74093,106.32181,329.83,1.2,1.09,2023-04-27,644,2023/04/27 06:44:00+00,51,298.99,18.3
"POINT (106.31089 14.7395)",14.7395,106.31089,329.83,1.2,1.09,2023-04-27,644,2023/04/27 06:44:00+00,57,300.69,18.57
"POINT (106.30948 14.74917)",14.74917,106.30948,327.15,1.2,1.09,2023-04-27,644,2023/04/27 06:44:00+00,53,297.67,14.01
"POINT (106.20613 14.77477)",14.77477,106.20613,328.95,1.18,1.08,2023-04-27,644,2023/04/27 06:44:00+00,51,297.48,17.42
"POINT (100.90701 14.2525)",14.2525,100.90701,327.13,1.21,1.1,2023-04-27,644,2023/04/27 06:44:00+00,74,298.35,15.93
"POINT (100.30341 14.22834)",14.22834,100.30341,329.16,1.32,1.14,2023-04-27,644,2023/04/27 06:44:00+00,61,297.99,22.4
"POINT (102.92872 14.67286)",14.67286,102.92872,329.83,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,55,304.87,11.54
"POINT (107.82307 15.37783)",15.37783,107.82307,320.26,1.51,1.21,2023-04-27,644,2023/04/27 06:44:00+00,71,294.24,21.3
"POINT (100.39799 14.3561)",14.3561,100.39799,328.19,1.29,1.13,2023-04-27,644,2023/04/27 06:44:00+00,72,298.6,20.31
"POINT (100.21281 14.39837)",14.39837,100.21281,328.47,1.33,1.14,2023-04-27,644,2023/04/27 06:44:00+00,78,297.37,23.86
"POINT (99.9422 14.35409)",14.35409,99.9422,320.24,1.38,1.16,2023-04-27,644,2023/04/27 06:44:00+00,38,297.45,9.7
"POINT (100.02952 14.44213)",14.44213,100.02952,323.89,1.36,1.16,2023-04-27,644,2023/04/27 06:44:00+00,71,299.08,12.22
"POINT (100.41631 15.04686)",15.04686,100.41631,330.65,1.26,1.12,2023-04-27,644,2023/04/27 06:44:00+00,79,301.78,20.61
"POINT (103.58816 15.54285)",15.54285,103.58816,328.29,1,1,2023-04-27,644,2023/04/27 06:44:00+00,52,303.04,7.44
"POINT (103.57899 15.54153)",15.54153,103.57899,333.04,1,1,2023-04-27,644,2023/04/27 06:44:00+00,77,303.49,13.95
"POINT (102.35496 15.62953)",15.62953,102.35496,331.7,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,35,304.01,19
"POINT (103.97607 16.15123)",16.15123,103.97607,334.12,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,79,304.9,16.83
"POINT (103.65067 16.21634)",16.21634,103.65067,326.44,1,1,2023-04-27,644,2023/04/27 06:44:00+00,47,299.82,11.89
"POINT (99.96888 15.88898)",15.88898,99.96888,323.04,1.31,1.13,2023-04-27,644,2023/04/27 06:44:00+00,66,299.26,10.61
"POINT (104.08192 16.65468)",16.65468,104.08192,331.84,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,76,304.46,14.13
"POINT (99.77381 16.01106)",16.01106,99.77381,327.49,1.34,1.15,2023-04-27,644,2023/04/27 06:44:00+00,69,301.82,11.06
"POINT (99.75978 16.01921)",16.01921,99.75978,331.79,1.34,1.15,2023-04-27,644,2023/04/27 06:44:00+00,81,302.62,19.39
"POINT (105.02853 17.01552)",17.01552,105.02853,335.91,1.1,1.04,2023-04-27,644,2023/04/27 06:44:00+00,83,306.82,18.52
"POINT (105.03397 17.60207)",17.60207,105.03397,318.74,1.11,1.05,2023-04-27,644,2023/04/27 06:44:00+00,34,300.43,7.72
"POINT (105.40477 17.6993)",17.6993,105.40477,319.37,1.16,1.07,2023-04-27,644,2023/04/27 06:44:00+00,50,300.39,9.36
"POINT (103.04649 17.4108)",17.4108,103.04649,329.68,1,1,2023-04-27,644,2023/04/27 06:44:00+00,71,303.11,10.71
"POINT (104.53119 17.69277)",17.69277,104.53119,322.69,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,56,301.36,8.33
"POINT (104.54867 17.73977)",17.73977,104.54867,321.46,1.07,1.03,2023-04-27,644,2023/04/27 06:44:00+00,34,301.15,7.97
"POINT (103.97499 17.67022)",17.67022,103.97499,330.55,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,75,306.31,9.41
"POINT (104.99467 17.94957)",17.94957,104.99467,322.6,1.11,1.05,2023-04-27,644,2023/04/27 06:44:00+00,57,301.21,11.59
"POINT (104.9986 17.95546)",17.95546,104.9986,320.38,1.12,1.05,2023-04-27,644,2023/04/27 06:44:00+00,44,300.5,9.58
"POINT (102.83443 17.81251)",17.81251,102.83443,326.2,1,1,2023-04-27,644,2023/04/27 06:44:00+00,36,302.44,7.15
"POINT (104.35155 18.08089)",18.08089,104.35155,337.84,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,86,304,22.65
"POINT (104.91241 18.268)",18.268,104.91241,333,1.11,1.05,2023-04-27,644,2023/04/27 06:44:00+00,79,305.22,21.06
"POINT (102.85211 17.9812)",17.9812,102.85211,348.77,1,1,2023-04-27,644,2023/04/27 06:44:00+00,0,299.69,43.34
"POINT (105.06754 18.29831)",18.29831,105.06754,330.8,1.13,1.06,2023-04-27,644,2023/04/27 06:44:00+00,74,300.88,18.64
"POINT (105.057 18.2969)",18.2969,105.057,362,1.13,1.06,2023-04-27,644,2023/04/27 06:44:00+00,100,302.97,92.66
"POINT (102.6557 17.96177)",17.96177,102.6557,331.55,1,1,2023-04-27,644,2023/04/27 06:44:00+00,51,305.57,11.95
"POINT (102.64641 17.96042)",17.96042,102.64641,341.8,1,1,2023-04-27,644,2023/04/27 06:44:00+00,88,306.15,26.83
"POINT (95.04664 16.71552)",16.71552,95.04664,326.39,2.87,1.62,2023-04-27,644,2023/04/27 06:44:00+00,69,305.33,36.4
"POINT (95.04158 16.71766)",16.71766,95.04158,327.16,2.87,1.62,2023-04-27,644,2023/04/27 06:44:00+00,72,305.05,41.55
"POINT (103.03663 18.09937)",18.09937,103.03663,327.74,1,1,2023-04-27,644,2023/04/27 06:44:00+00,51,305.03,9.94
"POINT (104.09361 18.34075)",18.34075,104.09361,353.19,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,96,301.72,61.95
"POINT (104.08391 18.33941)",18.33941,104.08391,322.3,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,60,299.43,8.8
"POINT (102.95641 18.22673)",18.22673,102.95641,323.55,1,1,2023-04-27,644,2023/04/27 06:44:00+00,57,299.9,9.85
"POINT (99.08914 17.62195)",17.62195,99.08914,317.5,1.39,1.17,2023-04-27,644,2023/04/27 06:44:00+00,29,295.49,9.61
"POINT (104.02165 18.38524)",18.38524,104.02165,327.69,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,76,301.23,14.68
"POINT (103.07586 18.25293)",18.25293,103.07586,323.67,1,1,2023-04-27,644,2023/04/27 06:44:00+00,64,298.07,11.03
"POINT (103.8854 18.37573)",18.37573,103.8854,331.4,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,76,302.98,14.25
"POINT (103.87579 18.3744)",18.3744,103.87579,331.4,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,77,303.43,13.25
"POINT (103.14913 18.27247)",18.27247,103.14913,321.93,1,1,2023-04-27,644,2023/04/27 06:44:00+00,53,300.6,5.65
"POINT (103.07444 18.26182)",18.26182,103.07444,329.11,1,1,2023-04-27,644,2023/04/27 06:44:00+00,77,297.45,17.72
"POINT (104.94803 18.54778)",18.54778,104.94803,318.65,1.12,1.06,2023-04-27,644,2023/04/27 06:44:00+00,50,301.27,9.13
"POINT (103.73643 18.3918)",18.3918,103.73643,325.77,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,52,302.11,6.42
"POINT (102.349 18.23109)",18.23109,102.349,339.15,1.01,1,2023-04-27,644,2023/04/27 06:44:00+00,82,293.44,33.86
"POINT (102.38342 18.25438)",18.25438,102.38342,324.58,1,1,2023-04-27,644,2023/04/27 06:44:00+00,53,300.63,10.29
"POINT (102.39129 18.26464)",18.26464,102.39129,326.32,1,1,2023-04-27,644,2023/04/27 06:44:00+00,27,302.13,11.35
"POINT (101.83012 18.21805)",18.21805,101.83012,360.46,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,100,297.85,82.43
